model_name,boolforest,bool_min,subset_selectors,delta,compatibility_evalutator,sample_attemps,compatibility,complexity,score,label0,label1,label2,label3,label4,label5,label6,label7,label8,label9,prediction0,prediction1,prediction2,prediction3,prediction4,prediction5,prediction6,prediction7,prediction8,prediction9
Trails_class_BCD9000,{BCD},BCD,TryAll,SquaredSum,Mean_Square_Error,1000000000,0.00019623621624006472,29.1,29.10274730702736,,A,AB,B,BC,BCD,BD,C,CD,D,0,0,0,0,0,1,0,0,0,0
Trails_class_BCD9000,{BCD},BCD,TryAll,SquaredSum,Mean_Square_Error,1000000000,0.00019623621624006472,29.1,29.1029435432436,,A,AB,B,BC,BCD,BD,C,CD,D,0,0,0,0,0,1,0,0,0,0
Trails_class_BCD9000,{BCD},BCD,TryAll,SquaredSum,Mean_Square_Error,1000000000,0.00019623621624006472,29.1,29.10313977945984,,A,AB,B,BC,BCD,BD,C,CD,D,0,0,0,0,0,1,0,0,0,0
Trails_class_BCD9000,{BCD},BCD,TryAll,SquaredSum,Mean_Square_Error,1000000000,0.00019623621624006472,29.1,29.10333601567608,,A,AB,B,BC,BCD,BD,C,CD,D,0,0,0,0,0,1,0,0,0,0
Trails_class_BCD9000,{BCD},BCD,TryAll,SquaredSum,Mean_Square_Error,1000000000,0.00019623621624006472,29.1,29.10353225189232,,A,AB,B,BC,BCD,BD,C,CD,D,0,0,0,0,0,1,0,0,0,0
Trails_class_BCD9000,{BCD},BCD,TryAll,SquaredSum,Mean_Square_Error,1000000000,0.00019623621624006472,29.1,29.103728488108562,,A,AB,B,BC,BCD,BD,C,CD,D,0,0,0,0,0,1,0,0,0,0
Trails_class_BCD9000,{BCD},BCD,TryAll,SquaredSum,Mean_Square_Error,1000000000,0.00019623621624006472,29.1,29.103924724324802,,A,AB,B,BC,BCD,BD,C,CD,D,0,0,0,0,0,1,0,0,0,0
Trails_class_BCD9000,{BCD},BCD,TryAll,SquaredSum,Mean_Square_Error,1000000000,0.00019623621624006472,29.1,29.109811810812005,,A,AB,B,BC,BCD,BD,C,CD,D,0,0,0,0,0,1,0,0,0,0
Trails_class_BCD9000,{BCD},BCD,TryAll,SquaredSum,Mean_Square_Error,1000000000,0.00019623621624006472,29.1,29.119623621624008,,A,AB,B,BC,BCD,BD,C,CD,D,0,0,0,0,0,1,0,0,0,0
Trails_class_BCD9000,{BCD},BCD,TryAll,SquaredSum,Mean_Square_Error,1000000000,0.00019623621624006472,29.1,29.12943543243601,,A,AB,B,BC,BCD,BD,C,CD,D,0,0,0,0,0,1,0,0,0,0
Trails_class_BCD9000,{BCD},BCD,TryAll,SquaredSum,Mean_Square_Error,1000000000,0.00019623621624006472,29.1,29.139247243248015,,A,AB,B,BC,BCD,BD,C,CD,D,0,0,0,0,0,1,0,0,0,0
Trails_class_BCD9000,{BCD},BCD,TryAll,SquaredSum,Mean_Square_Error,1000000000,0.00019623621624006472,29.1,29.15887086487202,,A,AB,B,BC,BCD,BD,C,CD,D,0,0,0,0,0,1,0,0,0,0
Trails_class_BCD9000,{BCD},BCD,TryAll,SquaredSum,Mean_Square_Error,1000000000,0.00019623621624006472,29.1,29.178494486496028,,A,AB,B,BC,BCD,BD,C,CD,D,0,0,0,0,0,1,0,0,0,0
Trails_class_BCD9000,{BCD},BCD,TryAll,SquaredSum,Mean_Square_Error,1000000000,0.00019623621624006472,29.1,29.198118108120035,,A,AB,B,BC,BCD,BD,C,CD,D,0,0,0,0,0,1,0,0,0,0
