model_name,boolforest,bool_min,subset_selectors,delta,compatibility_evalutator,sample_attemps,compatibility,complexity,score,label0,label1,label2,label3,label4,label5,label6,label7,label8,label9,label10,label11,prediction0,prediction1,prediction2,prediction3,prediction4,prediction5,prediction6,prediction7,prediction8,prediction9,prediction10,prediction11
Trails_class_nC9000,{AB},AB,TryAll,SquaredSum,Mean_Square_Error,1000000000,2.2818338642400122e-06,37.1,37.10022818338643,,A,AB,ABC,AC,AD,B,BC,BD,C,CD,D,0,0,1,1,0,0,0,0,0,0,0,0
Trails_class_nC9000,{AB},AB,TryAll,SquaredSum,Mean_Square_Error,1000000000,2.2818338642400122e-06,37.1,37.10034227507964,,A,AB,ABC,AC,AD,B,BC,BD,C,CD,D,0,0,1,1,0,0,0,0,0,0,0,0
Trails_class_nC9000,{AB},AB,TryAll,SquaredSum,Mean_Square_Error,1000000000,2.2818338642400122e-06,37.1,37.100456366772846,,A,AB,ABC,AC,AD,B,BC,BD,C,CD,D,0,0,1,1,0,0,0,0,0,0,0,0
Trails_class_nC9000,{AB},AB,TryAll,SquaredSum,Mean_Square_Error,1000000000,2.2818338642400122e-06,37.1,37.10068455015927,,A,AB,ABC,AC,AD,B,BC,BD,C,CD,D,0,0,1,1,0,0,0,0,0,0,0,0
Trails_class_nC9000,{AB},AB,TryAll,SquaredSum,Mean_Square_Error,1000000000,2.2818338642400122e-06,37.1,37.1009127335457,,A,AB,ABC,AC,AD,B,BC,BD,C,CD,D,0,0,1,1,0,0,0,0,0,0,0,0
Trails_class_nC9000,{AB},AB,TryAll,SquaredSum,Mean_Square_Error,1000000000,2.2818338642400122e-06,37.1,37.101140916932124,,A,AB,ABC,AC,AD,B,BC,BD,C,CD,D,0,0,1,1,0,0,0,0,0,0,0,0
Trails_class_nC9000,{A'},A',TryAll,SquaredSum,Mean_Square_Error,1000000000,0.0,37.1,37.1,,A,AB,ABC,AC,AD,B,BC,BD,C,CD,D,1,0,0,0,0,0,1,1,1,1,1,1
Trails_class_nC9000,{A'},A',TryAll,SquaredSum,Mean_Square_Error,1000000000,0.0,37.1,37.1,,A,AB,ABC,AC,AD,B,BC,BD,C,CD,D,1,0,0,0,0,0,1,1,1,1,1,1
Trails_class_nC9000,{A'},A',TryAll,SquaredSum,Mean_Square_Error,1000000000,0.0,37.1,37.1,,A,AB,ABC,AC,AD,B,BC,BD,C,CD,D,1,0,0,0,0,0,1,1,1,1,1,1
Trails_class_nC9000,{A'},A',TryAll,SquaredSum,Mean_Square_Error,1000000000,0.0,37.1,37.1,,A,AB,ABC,AC,AD,B,BC,BD,C,CD,D,1,0,0,0,0,0,1,1,1,1,1,1
Trails_class_nC9000,{A'},A',TryAll,SquaredSum,Mean_Square_Error,1000000000,0.0,37.1,37.1,,A,AB,ABC,AC,AD,B,BC,BD,C,CD,D,1,0,0,0,0,0,1,1,1,1,1,1
Trails_class_nC9000,{A'},A',TryAll,SquaredSum,Mean_Square_Error,1000000000,0.0,37.1,37.1,,A,AB,ABC,AC,AD,B,BC,BD,C,CD,D,1,0,0,0,0,0,1,1,1,1,1,1
Trails_class_nC9000,{A'},A',TryAll,SquaredSum,Mean_Square_Error,1000000000,0.0,37.1,37.1,,A,AB,ABC,AC,AD,B,BC,BD,C,CD,D,1,0,0,0,0,0,1,1,1,1,1,1
Trails_class_nC9000,{A'},A',TryAll,SquaredSum,Mean_Square_Error,1000000000,0.0,37.1,37.1,,A,AB,ABC,AC,AD,B,BC,BD,C,CD,D,1,0,0,0,0,0,1,1,1,1,1,1
Trails_class_nC9000,{A'},A',TryAll,SquaredSum,Mean_Square_Error,1000000000,0.0,37.1,37.1,,A,AB,ABC,AC,AD,B,BC,BD,C,CD,D,1,0,0,0,0,0,1,1,1,1,1,1
Trails_class_nC9000,{A'},A',TryAll,SquaredSum,Mean_Square_Error,1000000000,0.0,37.1,37.1,,A,AB,ABC,AC,AD,B,BC,BD,C,CD,D,1,0,0,0,0,0,1,1,1,1,1,1
Trails_class_nC9000,{A'},A',TryAll,SquaredSum,Mean_Square_Error,1000000000,0.0,37.1,37.1,,A,AB,ABC,AC,AD,B,BC,BD,C,CD,D,1,0,0,0,0,0,1,1,1,1,1,1
Trails_class_BCD9000,{BCD},BCD,TryAll,SquaredSum,Mean_Square_Error,1000000000,0.00019623621624006472,37.1,37.10001962362163,,A,AB,AC,AD,B,BC,BCD,BD,C,CD,D,0,0,0,0,0,0,0,1,0,0,0,0
Trails_class_BCD9000,{BCD},BCD,TryAll,SquaredSum,Mean_Square_Error,1000000000,0.00019623621624006472,37.1,37.10019623621624,,A,AB,AC,AD,B,BC,BCD,BD,C,CD,D,0,0,0,0,0,0,0,1,0,0,0,0
Trails_class_BCD9000,{BCD},BCD,TryAll,SquaredSum,Mean_Square_Error,1000000000,0.00019623621624006472,37.1,37.1019623621624,,A,AB,AC,AD,B,BC,BCD,BD,C,CD,D,0,0,0,0,0,0,0,1,0,0,0,0
Trails_class_BCD9000,{BCD},BCD,TryAll,SquaredSum,Mean_Square_Error,1000000000,0.00019623621624006472,37.1,37.103924724324806,,A,AB,AC,AD,B,BC,BCD,BD,C,CD,D,0,0,0,0,0,0,0,1,0,0,0,0
Trails_class_BCD9000,{BCD},BCD,TryAll,SquaredSum,Mean_Square_Error,1000000000,0.00019623621624006472,37.1,37.109811810812005,,A,AB,AC,AD,B,BC,BCD,BD,C,CD,D,0,0,0,0,0,0,0,1,0,0,0,0
Trails_class_BCD9000,{BCD},BCD,TryAll,SquaredSum,Mean_Square_Error,1000000000,0.00019623621624006472,37.1,37.11962362162401,,A,AB,AC,AD,B,BC,BCD,BD,C,CD,D,0,0,0,0,0,0,0,1,0,0,0,0
Trails_class_BCD9000,{BCD},BCD,TryAll,SquaredSum,Mean_Square_Error,1000000000,0.00019623621624006472,37.1,37.12943543243601,,A,AB,AC,AD,B,BC,BCD,BD,C,CD,D,0,0,0,0,0,0,0,1,0,0,0,0
Trails_class_BCD9000,{BCD},BCD,TryAll,SquaredSum,Mean_Square_Error,1000000000,0.00019623621624006472,37.1,37.139247243248015,,A,AB,AC,AD,B,BC,BCD,BD,C,CD,D,0,0,0,0,0,0,0,1,0,0,0,0
Trails_class_BCD9000,{BCD},BCD,TryAll,SquaredSum,Mean_Square_Error,1000000000,0.00019623621624006472,37.1,37.15887086487202,,A,AB,AC,AD,B,BC,BCD,BD,C,CD,D,0,0,0,0,0,0,0,1,0,0,0,0
Trails_class_BCD9000,{BCD},BCD,TryAll,SquaredSum,Mean_Square_Error,1000000000,0.00019623621624006472,37.1,37.17849448649603,,A,AB,AC,AD,B,BC,BCD,BD,C,CD,D,0,0,0,0,0,0,0,1,0,0,0,0
Trails_class_BCD9000,{BCD},BCD,TryAll,SquaredSum,Mean_Square_Error,1000000000,0.00019623621624006472,37.1,37.198118108120035,,A,AB,AC,AD,B,BC,BCD,BD,C,CD,D,0,0,0,0,0,0,0,1,0,0,0,0
Trails_class_BCD9000,{BCD},BCD,TryAll,SquaredSum,Mean_Square_Error,1000000000,0.00019623621624006472,37.1,37.10001962362163,,A,AB,AC,AD,B,BC,BCD,BD,C,CD,D,0,0,0,0,0,0,0,1,0,0,0,0
Trails_class_BCD9000,{BCD},BCD,TryAll,SquaredSum,Mean_Square_Error,1000000000,0.00019623621624006472,37.1,37.10019623621624,,A,AB,AC,AD,B,BC,BCD,BD,C,CD,D,0,0,0,0,0,0,0,1,0,0,0,0
Trails_class_BCD9000,{BCD},BCD,TryAll,SquaredSum,Mean_Square_Error,1000000000,0.00019623621624006472,37.1,37.1019623621624,,A,AB,AC,AD,B,BC,BCD,BD,C,CD,D,0,0,0,0,0,0,0,1,0,0,0,0
Trails_class_BCD9000,{BCD},BCD,TryAll,SquaredSum,Mean_Square_Error,1000000000,0.00019623621624006472,37.1,37.102158598378644,,A,AB,AC,AD,B,BC,BCD,BD,C,CD,D,0,0,0,0,0,0,0,1,0,0,0,0
Trails_class_BCD9000,{BCD},BCD,TryAll,SquaredSum,Mean_Square_Error,1000000000,0.00019623621624006472,37.1,37.102354834594884,,A,AB,AC,AD,B,BC,BCD,BD,C,CD,D,0,0,0,0,0,0,0,1,0,0,0,0
Trails_class_BCD9000,{BCD},BCD,TryAll,SquaredSum,Mean_Square_Error,1000000000,0.00019623621624006472,37.1,37.102551070811124,,A,AB,AC,AD,B,BC,BCD,BD,C,CD,D,0,0,0,0,0,0,0,1,0,0,0,0
Trails_class_BCD9000,{BCD},BCD,TryAll,SquaredSum,Mean_Square_Error,1000000000,0.00019623621624006472,37.1,37.102747307027364,,A,AB,AC,AD,B,BC,BCD,BD,C,CD,D,0,0,0,0,0,0,0,1,0,0,0,0
Trails_class_BCD9000,{BCD},BCD,TryAll,SquaredSum,Mean_Square_Error,1000000000,0.00019623621624006472,37.1,37.102943543243605,,A,AB,AC,AD,B,BC,BCD,BD,C,CD,D,0,0,0,0,0,0,0,1,0,0,0,0
Trails_class_BCD9000,{BCD},BCD,TryAll,SquaredSum,Mean_Square_Error,1000000000,0.00019623621624006472,37.1,37.103139779459845,,A,AB,AC,AD,B,BC,BCD,BD,C,CD,D,0,0,0,0,0,0,0,1,0,0,0,0
Trails_class_BCD9000,{BCD},BCD,TryAll,SquaredSum,Mean_Square_Error,1000000000,0.00019623621624006472,37.1,37.103336015676085,,A,AB,AC,AD,B,BC,BCD,BD,C,CD,D,0,0,0,0,0,0,0,1,0,0,0,0
Trails_class_BCD9000,{BCD},BCD,TryAll,SquaredSum,Mean_Square_Error,1000000000,0.00019623621624006472,37.1,37.103532251892325,,A,AB,AC,AD,B,BC,BCD,BD,C,CD,D,0,0,0,0,0,0,0,1,0,0,0,0
Trails_class_BCD9000,{BCD},BCD,TryAll,SquaredSum,Mean_Square_Error,1000000000,0.00019623621624006472,37.1,37.103728488108565,,A,AB,AC,AD,B,BC,BCD,BD,C,CD,D,0,0,0,0,0,0,0,1,0,0,0,0
Trails_class_BCD9000,{BCD},BCD,TryAll,SquaredSum,Mean_Square_Error,1000000000,0.00019623621624006472,37.1,37.103924724324806,,A,AB,AC,AD,B,BC,BCD,BD,C,CD,D,0,0,0,0,0,0,0,1,0,0,0,0
Trails_class_BCD9000,{BCD},BCD,TryAll,SquaredSum,Mean_Square_Error,1000000000,0.00019623621624006472,37.1,37.109811810812005,,A,AB,AC,AD,B,BC,BCD,BD,C,CD,D,0,0,0,0,0,0,0,1,0,0,0,0
Trails_class_BCD9000,{BCD},BCD,TryAll,SquaredSum,Mean_Square_Error,1000000000,0.00019623621624006472,37.1,37.11962362162401,,A,AB,AC,AD,B,BC,BCD,BD,C,CD,D,0,0,0,0,0,0,0,1,0,0,0,0
Trails_class_BCD9000,{BCD},BCD,TryAll,SquaredSum,Mean_Square_Error,1000000000,0.00019623621624006472,37.1,37.12943543243601,,A,AB,AC,AD,B,BC,BCD,BD,C,CD,D,0,0,0,0,0,0,0,1,0,0,0,0
Trails_class_BCD9000,{BCD},BCD,TryAll,SquaredSum,Mean_Square_Error,1000000000,0.00019623621624006472,37.1,37.139247243248015,,A,AB,AC,AD,B,BC,BCD,BD,C,CD,D,0,0,0,0,0,0,0,1,0,0,0,0
Trails_class_BCD9000,{BCD},BCD,TryAll,SquaredSum,Mean_Square_Error,1000000000,0.00019623621624006472,37.1,37.15887086487202,,A,AB,AC,AD,B,BC,BCD,BD,C,CD,D,0,0,0,0,0,0,0,1,0,0,0,0
Trails_class_BCD9000,{BCD},BCD,TryAll,SquaredSum,Mean_Square_Error,1000000000,0.00019623621624006472,37.1,37.17849448649603,,A,AB,AC,AD,B,BC,BCD,BD,C,CD,D,0,0,0,0,0,0,0,1,0,0,0,0
Trails_class_BCD9000,{BCD},BCD,TryAll,SquaredSum,Mean_Square_Error,1000000000,0.00019623621624006472,37.1,37.198118108120035,,A,AB,AC,AD,B,BC,BCD,BD,C,CD,D,0,0,0,0,0,0,0,1,0,0,0,0
